url,robot,builder,type,job,team,hometown,sponsors,statHistory,matchHistory
https://battlebots.com/robot/lock-jaw-2019/,Lock Jaw,Donald Hutson,Disc spinner (vertical),"Design, Fabricator and Pilot",Mutant Robots,"San Diego, CA",[],"{'Career': {'Total matches': '15', 'Win percentage': '53%', 'Total wins': '8', 'Losses': '7', 'Knockouts': '6', 'KO percentage': '40%', 'Average knockout time': '95 s', 'Knockouts against': '4', 'KO against percentage': '27%', 'Judges decision wins': '2'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '79 s', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}, '2018': {'Total matches': '9', 'Win percentage': '67%', 'Total wins': '6', 'Losses': '3', 'Knockouts': '5', 'KO percentage': '56%', 'Average knockout time': '110 s', 'Knockouts against': '2', 'KO against percentage': '22%', 'Judges decision wins': '1'}, '2016': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2015': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '1'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'Tombstone vs Lock-Jaw', 'Results': 'Tombstone by KO 48s'}, {'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'Quantum vs Lock-Jaw', 'Results': 'Lock-Jaw by KO 1m19s'}, {'Season': '2018', 'Round': 'Day 1 Session 1', 'Matchup': 'Bombshell vs Lock-Jaw', 'Results': 'Lock-Jaw by KO 1m53s'}, {'Season': '2018', 'Round': 'Day 2 Session 2', 'Matchup': 'End Game vs Lock-Jaw', 'Results': 'End Game by KO 2m1s'}, {'Season': '2018', 'Round': 'Day 4 Session 2', 'Matchup': 'Lock-Jaw vs Bronco', 'Results': 'Bronco by JD'}, {'Season': '2018', 'Round': 'Day 5 Desparado Tournament', 'Matchup': 'Lock-Jaw vs Kraken', 'Results': 'Lock-Jaw by KO 2m25s'}, {'Season': '2018', 'Round': 'Day 5 Desparado Tournament', 'Matchup': 'Lock-Jaw vs Valkyrie', 'Results': 'Lock-Jaw by KO 1m32s'}, {'Season': '2018', 'Round': 'Day 5 Desparado Tournament', 'Matchup': 'Lock-Jaw vs Lucky', 'Results': 'Lock-Jaw by KO 2m42s'}, {'Season': '2018', 'Round': 'Sweet 16 2018', 'Matchup': 'SOW vs Lock-Jaw', 'Results': 'Lock-Jaw by JD'}, {'Season': '2018', 'Round': 'Quarter Finals 2018', 'Matchup': 'Bombshell vs Lock-Jaw', 'Results': 'Lock-Jaw by KO 36s'}, {'Season': '2018', 'Round': 'Semi Finals 2018', 'Matchup': 'Lock-Jaw vs Minotaur', 'Results': 'Minotaur by KO 1m43s'}, {'Season': '2016', 'Round': 'Qualifiers Session 1', 'Matchup': 'Lock-Jaw vs Yeti', 'Results': 'Yeti by JD'}, {'Season': '2016', 'Round': 'Round of 32', 'Matchup': 'Brutus vs Lock-Jaw', 'Results': 'Brutus by JD'}, {'Season': '2016', 'Round': 'Sunday Exhibition', 'Matchup': 'Lock-Jaw vs Ghost Raptor vs Stinger', 'Results': 'Lock-Jaw by JD'}]"
https://battlebots.com/robot/lucky-2019/,Lucky!,Mark Demers,Flipper,Technology Sales and Marketing,TKO Robotics,"Ottawa, Canada","['Design1st', 'Virtucom Metals.com']","{'Career': {'Total matches': '9', 'Win percentage': '22%', 'Total wins': '2', 'Losses': '7', 'Knockouts': '1', 'KO percentage': '11%', 'Average knockout time': '67 s', 'Knockouts against': '4', 'KO against percentage': '44%', 'Judges decision wins': '1'}, '2019': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '6', 'Win percentage': '33%', 'Total wins': '2', 'Losses': '4', 'Knockouts': '1', 'KO percentage': '17%', 'Average knockout time': '67 s', 'Knockouts against': '3', 'KO against percentage': '50%', 'Judges decision wins': '1'}, '2016': {'Total matches': '2', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 3', 'Matchup': 'Bloodsport vs Lucky', 'Results': 'Bloodsport by JD'}, {'Season': '2018', 'Round': 'Day 2 Session 2', 'Matchup': 'Lucky vs Skorpios', 'Results': 'Skorpios by JD'}, {'Season': '2018', 'Round': 'Day 4 Session 1', 'Matchup': 'SOW vs Lucky', 'Results': 'SOW by KO 1m34s'}, {'Season': '2018', 'Round': 'Day 5 Desparado Tournament', 'Matchup': 'Lucky vs Gemini', 'Results': 'Lucky by JD'}, {'Season': '2018', 'Round': 'Day 5 Desparado Tournament', 'Matchup': 'Lucky vs Gigabyte', 'Results': 'Lucky by KO 1m7s'}, {'Season': '2018', 'Round': 'Day 5 Desparado Tournament', 'Matchup': 'Lock-Jaw vs Lucky', 'Results': 'Lock-Jaw by KO 2m42s'}, {'Season': '2018', 'Round': 'Day 7 Session 1', 'Matchup': 'Lucky vs Reality', 'Results': 'Reality by KO 1m56s'}, {'Season': '2016', 'Round': 'Qualifiers Session 2', 'Matchup': 'Lucky vs Beta', 'Results': 'Beta by JD'}, {'Season': '2016', 'Round': 'Round of 32', 'Matchup': 'Yeti vs Lucky', 'Results': 'Yeti by KO 2m44s'}]"
https://battlebots.com/robot/madcatter-2019/,MadCatter,Martin Mason,Hammer,"Professor of Engineering, Mt. San Antonio College",Bad Kitty,"Pomona, CA","['BOT KITS', 'NIXON', 'Shark Molds and Manufacturing', 'MAGLaboratory']","{'Career': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}, '2019': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 3', 'Matchup': 'Mad-Catter vs Rail Gun Max', 'Results': 'Rail Gun Max  by KO 1m3s'}]"
https://battlebots.com/robot/mammoth-2019/,Mammoth,Ricky Willems,Giant Spinning “Trunk”,"Electrical Product Designer, Breakthrough Innovation – Stanley Black & Decker",Team Mammoth,"Baltimore, Maryland","['Stanley Black and Decker', 'Baltimore Hackerspace', 'Newark – An Avnet Company', 'Harbor Designs', 'MaxAmps', 'HOBBYWING', 'Sticker Mule']","{'Career': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '96 s', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '96 s', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 2', 'Matchup': 'Axe Backwards vs Mammoth', 'Results': 'Mammoth by KO 1m36s'}, {'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'Mammoth vs Upper Cut', 'Results': 'Upper Cut by KO 1m5s'}]"
https://battlebots.com/robot/marvin-2019/,Marvin,Hannah Rucker,Disc spinner (horizontal),"Designer, builder and driver",Team 42,"Hillsborough, CA",['Apex Dynamics'],"{'Career': {'Total matches': '2', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2019': {'Total matches': '2', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'Marvin vs Gruff vs Gemini', 'Results': 'Gruff by JD'}, {'Season': '2019', 'Round': 'Episode 6', 'Matchup': 'Petunia vs Marvin', 'Results': 'Petunia by JD'}]"
https://battlebots.com/robot/mecha-rampage/,Mecha Rampage,Christian Carlberg,Bar spinner (horizontal),Builder,C2 Robotics,"San Luis Obispo, CA",['Suitable Technologies'],"{'Career': {'Total matches': '4', 'Win percentage': '50%', 'Total wins': '2', 'Losses': '2', 'Knockouts': '2', 'KO percentage': '50%', 'Average knockout time': '58 s', 'Knockouts against': '1', 'KO against percentage': '25%', 'Judges decision wins': '0'}, '2018': {'Total matches': '4', 'Win percentage': '50%', 'Total wins': '2', 'Losses': '2', 'Knockouts': '2', 'KO percentage': '50%', 'Average knockout time': '58 s', 'Knockouts against': '1', 'KO against percentage': '25%', 'Judges decision wins': '0'}}","[{'Season': '2018', 'Round': 'Day 1 Session 2', 'Matchup': 'Mecha Rampage vs Free Shipping vs DUCK!', 'Results': 'DUCK! by JD'}, {'Season': '2018', 'Round': 'Day 4 Session 1', 'Matchup': 'Whiplash vs Mecha Rampage', 'Results': 'Whiplash by KO 52s'}, {'Season': '2018', 'Round': 'Day 5 Session 2', 'Matchup': 'Tantrum vs Mecha Rampage', 'Results': 'Mecha Rampage by KO 59s'}, {'Season': '2018', 'Round': 'Day 6 Session 1', 'Matchup': 'Double Jeopardy vs Mecha Rampage', 'Results': 'Mecha Rampage by KO 56s'}]"
https://battlebots.com/robot/minotaur-2019/,Minotaur,Marco Antonio Meggiolaro,Drum spinner,Professor of Mechanical Engineering at PUC-Rio (Pontifical Catholic University of Rio de Janeiro),RioBotz,"Rio de Janeiro, Brazil","['VEX Robotics', 'MaxAmps.com', 'PUC-Rio', 'Big Blue Saw', 'MGM Controllers']","{'Career': {'Total matches': '15', 'Win percentage': '67%', 'Total wins': '10', 'Losses': '5', 'Knockouts': '7', 'KO percentage': '47%', 'Average knockout time': '112 s', 'Knockouts against': '3', 'KO against percentage': '20%', 'Judges decision wins': '3'}, '2019': {'Total matches': '2', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '8', 'Win percentage': '75%', 'Total wins': '6', 'Losses': '2', 'Knockouts': '4', 'KO percentage': '50%', 'Average knockout time': '109 s', 'Knockouts against': '2', 'KO against percentage': '25%', 'Judges decision wins': '2'}, '2016': {'Total matches': '5', 'Win percentage': '80%', 'Total wins': '4', 'Losses': '1', 'Knockouts': '3', 'KO percentage': '60%', 'Average knockout time': '115 s', 'Knockouts against': '1', 'KO against percentage': '20%', 'Judges decision wins': '1'}}","[{'Season': '2019', 'Round': 'Episode 2', 'Matchup': 'Minotaur vs Whiplash', 'Results': 'Whiplash by JD'}, {'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'Gigabyte vs Minotaur', 'Results': 'Gigabyte by JD'}, {'Season': '2018', 'Round': 'Day 1 Session 1', 'Matchup': 'Tombstone vs Minotaur', 'Results': 'Tombstone by KO 2m22s'}, {'Season': '2018', 'Round': 'Day 3 Session 1', 'Matchup': 'Minotaur vs Hypothermia', 'Results': 'Minotaur by JD'}, {'Season': '2018', 'Round': 'Day 7 Session 1', 'Matchup': 'Blacksmith vs Minotaur', 'Results': 'Minotaur by JD'}, {'Season': '2018', 'Round': 'Day 8 Session 1', 'Matchup': 'SubZero vs Minotaur', 'Results': 'Minotaur by KO 2m53s'}, {'Season': '2018', 'Round': 'Sweet 16 2018', 'Matchup': 'Minotaur vs Witch Doctor', 'Results': 'Minotaur by KO 1m39s'}, {'Season': '2018', 'Round': 'Quarter Finals 2018', 'Matchup': 'Monsoon vs Minotaur', 'Results': 'Minotaur by KO 1m'}, {'Season': '2018', 'Round': 'Semi Finals 2018', 'Matchup': 'Lock-Jaw vs Minotaur', 'Results': 'Minotaur by KO 1m43s'}, {'Season': '2018', 'Round': 'Final 2018', 'Matchup': 'Minotaur vs Bite Force', 'Results': 'Bite Force by KO 2m5s'}, {'Season': '2016', 'Round': 'Qualifiers Session 1', 'Matchup': 'Photon Storm vs Minotaur', 'Results': 'Minotaur by KO 1m41s'}, {'Season': '2016', 'Round': 'Round of 32', 'Matchup': 'Minotaur vs Blacksmith', 'Results': 'Minotaur by JD'}, {'Season': '2016', 'Round': 'Sweet 16', 'Matchup': 'Minotaur vs Warhead', 'Results': 'Minotaur by KO 1m11s'}, {'Season': '2016', 'Round': 'Quarter Finals', 'Matchup': 'Bronco vs Minotaur', 'Results': 'Minotaur by KO 2m54s'}, {'Season': '2016', 'Round': 'Semi Finals', 'Matchup': 'Minotaur vs Bombshell', 'Results': 'Bombshell by KO 2m50s'}]"
https://battlebots.com/robot/monsoon-2019/,Monsoon,Tom Brewster,Bar spinner (vertical),QA Test Analyst (Video Games),Team Monsoon,"Turvey, United Kingdom","['K-Cut Ltd', 'Besiege by Spiderling Games', 'Gensace', 'Trampa Boards']","{'Career': {'Total matches': '8', 'Win percentage': '63%', 'Total wins': '5', 'Losses': '3', 'Knockouts': '3', 'KO percentage': '38%', 'Average knockout time': '62 s', 'Knockouts against': '3', 'KO against percentage': '38%', 'Judges decision wins': '2'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '44 s', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}, '2018': {'Total matches': '6', 'Win percentage': '67%', 'Total wins': '4', 'Losses': '2', 'Knockouts': '2', 'KO percentage': '33%', 'Average knockout time': '79 s', 'Knockouts against': '2', 'KO against percentage': '33%', 'Judges decision wins': '2'}}","[{'Season': '2019', 'Round': 'Episode 3', 'Matchup': 'Monsoon vs Ragnarök', 'Results': 'Monsoon by KO 44s'}, {'Season': '2019', 'Round': 'Episode 6', 'Matchup': 'HyperShock vs Monsoon', 'Results': 'HyperShock by KO 41s'}, {'Season': '2018', 'Round': 'Day 2 Session 2', 'Matchup': 'Red Devil vs Monsoon', 'Results': 'Monsoon by JD'}, {'Season': '2018', 'Round': 'Day 3 Session 2', 'Matchup': 'Petunia vs Monsoon', 'Results': 'Monsoon by KO 2m'}, {'Season': '2018', 'Round': 'Day 6 Session 1', 'Matchup': 'Monsoon vs SOW', 'Results': 'SOW by KO 54s'}, {'Season': '2018', 'Round': 'Day 7 Session 2', 'Matchup': 'Monsoon vs Axe Backwards', 'Results': 'Monsoon by KO 38s'}, {'Season': '2018', 'Round': 'Sweet 16 2018', 'Matchup': 'SawBlaze vs Monsoon', 'Results': 'Monsoon by JD'}, {'Season': '2018', 'Round': 'Quarter Finals 2018', 'Matchup': 'Monsoon vs Minotaur', 'Results': 'Minotaur by KO 1m'}]"
https://battlebots.com/robot/nelly-the-ellybot-2019/,Nelly the Ellybot,Sarah Malyan,Hammer,Bugglebots Producer and host,Team Pun-Chant,"Derby, UK","['3D Print Direct', 'ASG']","{'Career': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}, '2019': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'Nelly the Ellybot vs Rainbow', 'Results': 'Rainbow by KO 1m5s'}]"
https://battlebots.com/robot/nightmare-2019/,Nightmare,Jim Smentowski,Disc spinner (vertical),"Owner, Operator",Team Nightmare,"Bradenton, FL",['The Robot MarketPlace'],"{'Career': {'Total matches': '3', 'Win percentage': '33%', 'Total wins': '1', 'Losses': '2', 'Knockouts': '1', 'KO percentage': '33%', 'Average knockout time': '48 s', 'Knockouts against': '1', 'KO against percentage': '33%', 'Judges decision wins': '0'}, '2019': {'Total matches': '0', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2016': {'Total matches': '3', 'Win percentage': '33%', 'Total wins': '1', 'Losses': '2', 'Knockouts': '1', 'KO percentage': '33%', 'Average knockout time': '48 s', 'Knockouts against': '1', 'KO against percentage': '67%', 'Judges decision wins': '0'}}","[{'Season': '2016', 'Round': 'Qualifiers Session 1', 'Matchup': 'Nightmare vs Stinger', 'Results': 'Stinger by KO 44s'}, {'Season': '2016', 'Round': 'Round of 32', 'Matchup': 'Icewave vs Nightmare', 'Results': 'Nightmare by KO 48s'}, {'Season': '2016', 'Round': 'Sweet 16', 'Matchup': 'Nightmare vs Beta', 'Results': 'Beta by KO 3m'}]"
https://battlebots.com/robot/p1-2019/,P1,Luke Bittenbinder,Front Hinge Flipper,M.E. Student,Aberrant Robotics,"Clemson, South Carolina","['Big Blue Saw', 'Solidworks', 'Schaeffler', 'Labman Automation', 'Clemson CUSG']","{'Career': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}, '2019': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'P1 vs Sidewinder', 'Results': 'Sidewinder by KO 48s'}]"
https://battlebots.com/robot/petunia-2019/,Petunia,Mischa de Graaf,Crusher,Modelmaker,P.C.P,"Anna Paulowna, Netherlands",['Bison'],"{'Career': {'Total matches': '7', 'Win percentage': '57%', 'Total wins': '4', 'Losses': '3', 'Knockouts': '1', 'KO percentage': '14%', 'Average knockout time': '76 s', 'Knockouts against': '3', 'KO against percentage': '43%', 'Judges decision wins': '3'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '1'}, '2018': {'Total matches': '5', 'Win percentage': '60%', 'Total wins': '3', 'Losses': '2', 'Knockouts': '1', 'KO percentage': '20%', 'Average knockout time': '76 s', 'Knockouts against': '2', 'KO against percentage': '40%', 'Judges decision wins': '2'}}","[{'Season': '2019', 'Round': 'Episode 3', 'Matchup': 'War Hawk vs Petunia', 'Results': 'War Hawk by KO 1m51s'}, {'Season': '2019', 'Round': 'Episode 6', 'Matchup': 'Petunia vs Marvin', 'Results': 'Petunia by JD'}, {'Season': '2018', 'Round': 'Day 1 Session 2', 'Matchup': 'Rotator vs Petunia', 'Results': 'Petunia by JD'}, {'Season': '2018', 'Round': 'Day 3 Session 2', 'Matchup': 'Petunia vs Monsoon', 'Results': 'Monsoon by KO 2m'}, {'Season': '2018', 'Round': 'Day 6 Session 1', 'Matchup': 'Captain Shrederator vs Petunia', 'Results': 'Petunia by KO 1m16s'}, {'Season': '2018', 'Round': 'Day 7 Session 2', 'Matchup': 'Petunia vs Yeti', 'Results': 'Yeti by KO 1m54s'}, {'Season': '2018', 'Round': 'Day 10 Session 1', 'Matchup': 'Bale Spear& Double Dutch vs Petunia & Predator', 'Results': 'Petunia, Predator by JD'}]"
https://battlebots.com/robot/quantum-2019/,Quantum,James Cooper,Crusher,Creative Engineer,Team Robo Challenge,"Birmingham, England","['Robo Challenge', 'Gurhring', 'Autodesk']","{'Career': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '1'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '1'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'Blacksmith vs Quantum', 'Results': 'Quantum by JD 2m16s'}, {'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'Quantum vs Lock-Jaw', 'Results': 'Lock-Jaw by KO 1m19s'}]"
https://battlebots.com/robot/ragnarok-2019/,Ragnarök,Tim Rackley,Axe,Weapons/Electronics,Ragnarök,"Kent, Isle of Sheppy, UK","['at&g', 'The Funky Peach']","{'Career': {'Total matches': '2', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '2', 'KO against percentage': '100%', 'Judges decision wins': '0'}, '2019': {'Total matches': '2', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '2', 'KO against percentage': '100%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 3', 'Matchup': 'Monsoon vs Ragnarök', 'Results': 'Monsoon by KO 44s'}, {'Season': '2019', 'Round': 'Episode 6', 'Matchup': 'Valkyrie vs Ragnarök', 'Results': 'Valkyrie by KO 42s'}]"
https://battlebots.com/robot/railgun-max/,RailGun Max,Elaine Wu,Egg Beater Spinner,CEO,Team Atom,"Shanghai, China",['Maytech'],"{'Career': {'Total matches': '1', 'Win percentage': '100%', 'Total wins': '1', 'Losses': '0', 'Knockouts': '1', 'KO percentage': '100%', 'Average knockout time': '63 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2019': {'Total matches': '1', 'Win percentage': '100%', 'Total wins': '1', 'Losses': '0', 'Knockouts': '1', 'KO percentage': '100%', 'Average knockout time': '63 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 3', 'Matchup': 'Mad-Catter vs Rail Gun Max', 'Results': 'Rail Gun Max  by KO 1m3s'}]"
https://battlebots.com/robot/rainbow-2019/,Rainbow,Petr Kravchenko,Bar spinner (horizontal),Student,Unicorn,"Saint-Petersburg, Russia",['HFMgames'],"{'Career': {'Total matches': '1', 'Win percentage': '100%', 'Total wins': '1', 'Losses': '0', 'Knockouts': '1', 'KO percentage': '100%', 'Average knockout time': '65 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2019': {'Total matches': '1', 'Win percentage': '100%', 'Total wins': '1', 'Losses': '0', 'Knockouts': '1', 'KO percentage': '100%', 'Average knockout time': '65 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'Nelly the Ellybot vs Rainbow', 'Results': 'Rainbow by KO 1m5s'}]"
https://battlebots.com/robot/red-devil-2018/,Red Devil,Ravi Baboolal,Grappler,Process Engineer,All Black Robotics,"Spanish Fork, UT","['Roboteq', 'DemTool', 'Revolution 3D Printers', 'Tormach', 'GarageSmart']","{'Career': {'Total matches': '8', 'Win percentage': '50%', 'Total wins': '4', 'Losses': '4', 'Knockouts': '3', 'KO percentage': '38%', 'Average knockout time': '123 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}, '2018': {'Total matches': '5', 'Win percentage': '40%', 'Total wins': '2', 'Losses': '3', 'Knockouts': '1', 'KO percentage': '20%', 'Average knockout time': '144 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}, '2016': {'Total matches': '3', 'Win percentage': '67%', 'Total wins': '2', 'Losses': '1', 'Knockouts': '2', 'KO percentage': '67%', 'Average knockout time': '102 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2018', 'Round': 'Day 1 Session 1', 'Matchup': 'Red Devil vs Brutus', 'Results': 'Red Devil by KO 2m24s'}, {'Season': '2018', 'Round': 'Day 2 Session 2', 'Matchup': 'Red Devil vs Monsoon', 'Results': 'Monsoon by JD'}, {'Season': '2018', 'Round': 'Day 6 Session 1', 'Matchup': 'Red Devil vs SubZero', 'Results': 'Red Devil by JD'}, {'Season': '2018', 'Round': 'Day 7 Session 1', 'Matchup': 'Red Devil vs Valkyrie', 'Results': 'Valkyrie by JD'}, {'Season': '2018', 'Round': 'Day 10 Session 2', 'Matchup': 'Red Devil vs Kraken', 'Results': 'Kraken by JD'}, {'Season': '2016', 'Round': 'Qualifiers Session 2', 'Matchup': 'Wrecks vs Red Devil', 'Results': 'Red Devil by KO 1m56s'}, {'Season': '2016', 'Round': 'Round of 32', 'Matchup': 'Witch Doctor vs Red Devil', 'Results': 'Red Devil by KO 1m27s'}, {'Season': '2016', 'Round': 'Sweet 16', 'Matchup': 'Red Devil vs Bombshell', 'Results': 'Bombshell by JD'}]"
https://battlebots.com/robot/ribbot-2019/,Ribbot,David Jin,Modular,Undergraduate Student,Team WPI,"Worcester, MA",['Worcester Polytechnic Institute'],"{'Career': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '121 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '121 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'Kraken vs Ribbot', 'Results': 'Kraken by JD 3m'}, {'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'End Game vs Ribbot', 'Results': 'Ribbot by KO 2m1s'}]"
